"Event id";"Date and time";IP;"Camp. ID";Offer;"Flow ID";"Landing page";"Affiliate Network";Source;"Country flag";State/region;City;"OS Logo";Browser;"Connection type";"Device type";"Device model";Bot;"UC (campaign)";"Event type";X-Requested-With;Referrer;"Search engine";"External ID";"Mobile operator";ISP;Country;Language;"User agent";"OS Logo";"OS version";Revenue
019cd297-690d-72ff-a365-d5d617c58fcc;"2026-03-09 12:34:09";65.181.15.78;92;;284;;;Facebook.com;AU;"New South Wales";Sydney;Android;"Chrome Mobile";WiFi;"Mobile phone";;;1;click;;;;IwZXh0bgNhZW0BMABhZGlkAasvNsNsKzdFpzcnRjBmFwcF9pZA8NTY3MDY3MzQzMzUyNDI3AAm7DxBWLa8ftd5MMmZ0qEr0Z039MKgPzjKwtbTaFfXN6R-cPVxDSaamiT_aem_6N2hzR9tkDjeXwlZNQj-6Q;Unknown;"SpaceX Services Inc.";Australia;English;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36";Android;10;0
019cd296-eec6-718d-9795-4076602d797c;"2026-03-09 12:33:49";194.193.196.139;92;;284;;;Facebook.com;AU;"New South Wales";Sydney;Android;"Chrome Mobile";WiFi;"Mobile phone";;;1;click;;;;NhZW0CMQCOsAlrR-D1ALAuswro-Muyla3wsc5RKehlaxoysmLPVVgu_bYdvhxDDxzNv4S0UOWqk_aem_edrfH60r83kk1Tz4rf-Kzg;Unknown;"TPG Internet Pty Ltd";Australia;English;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36";Android;10;0
019cd296-b14a-7241-a077-0cfc0e62b867;"2026-03-09 12:33:27";124.182.5.10;92;;284;;;Facebook.com;AU;Victoria;Melbourne;Android;"Chrome Mobile";WiFi;"Mobile phone";;;1;click;;;;IwZXh0bgNhZW0BMABhZGlkAasvNsNsa8x5pzcnRjBmFwcF9pZA8OTY2MjQyMjIzMzk3MTE3AAaLQb8gkLnjtNg-fCHFUqyDvlQ1SHn4Bmme9pB_p9HMKPI8N5UetqrSjk_aem_-g_VPiqc9-5vSdlrF93G8A;Unknown;"Telstra Limited";Australia;English;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36";Android;10;0
019cd295-bc5c-7261-bcc0-a7032e28f65b;"2026-03-09 12:32:23";101.186.105.12;92;;284;;;Facebook.com;AU;Queensland;Brisbane;Android;"Chrome Mobile";WiFi;"Mobile phone";;;1;click;;;;IwZXh0bgNhZW0BMABhZGlkAasvNsNsbKXCpzcnRjBmFwcF9pZA8NTY3MDY3MzQzMzUyNDI3AAbXUMtqdq987wyVTELHxOjj7soVpWXAxlHMbD5IzS1NjwxY55szBhXIAK_aem_0maXLVUrj-34Y0qbMRkfFg;Unknown;"Telstra Limited";Australia;English;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36";Android;10;0
019cd295-7f11-70f5-832d-2e897f649513;"2026-03-09 12:32:04";203.219.236.53;92;;284;;;Facebook.com;AU;"Western Australia";Perth;Android;"Chrome Mobile";WiFi;"Mobile phone";;;1;click;;;;IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEeZQKlPvtHtopGjmRBdjpjEOdtvrzYaXxwzOXkkSwY42R0h9wfnHLK0mUJcjm8_aem_vywR0qRcWi_1KmXaIA0tgw;Unknown;"TPG Internet Pty Ltd.";Australia;English;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36";Android;10;0
019cd293-d33a-71d6-ba6a-223d2a5123ab;"2026-03-09 12:30:23";61.69.146.226;92;;284;;;Facebook.com;AU;"New South Wales";Hurstville;Android;"Chrome Mobile";WiFi;"Mobile phone";;;1;click;;;;IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMzUwNjg1NTMxNzI4AAEecjaV9uOj0FePwyDuKdMWdAUeAadMbmJu2r82eddLWTORyCLP6nhhZKAfRpdO_aem_KtqXcsJGp3uUcnr4M4KVEQ;Unknown;"AAPT Limited";Australia;English;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36";Android;10;0
019cd293-58c6-735a-919d-4981b5fd2e88;"2026-03-09 12:29:56";1.146.133.40;92;;284;;;Facebook.com;AU;"Western Australia";Perth;Android;"Chrome Mobile";WiFi;"Mobile phone";;;1;click;;;;NhZW0CMQNf5Zw-kIONakMmBXgrOrCPT6BVb6u1nMuLuW9BAslqmdjhWN1VzSrnfwykjzOWHRaME_aem_icVomkr4fRIFoNBG3saC4g;Unknown;"Telstra Limited";Australia;English;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36";Android;10;0
019cd293-1ac7-738e-9e7b-1e5cc5972d96;"2026-03-09 12:29:27";58.104.1.29;92;;284;;;Facebook.com;AU;Queensland;Maroochydore;Android;"Chrome Mobile";WiFi;"Mobile phone";;;1;click;;;;IwZXh0bgNhZW0BMABhZGlkAasvNsNsLSlRpzcnRjBmFwcF9pZA8MTI0MDI0NTc0Mjg3NDE0AAeK00ZT1ICs45zmyXE0eZHPQ2_BjSfIXFmssMp1wyqqPjNpxrCpgIhNbK_aem_n93qZId2Mf4TDKVYGcOdVg;Unknown;"SingTel Optus Pty Ltd";Australia;English;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36";Android;10;0
019cd292-2143-7100-bdd0-1b28751647b7;"2026-03-09 12:28:32";220.245.67.157;92;;284;;;Facebook.com;AU;"New South Wales";Sydney;Android;"Chrome Mobile";WiFi;"Mobile phone";;;1;click;;;;NhZW0CMQ_uhzAXAMO9DN7pnt_qDH6SehgtU2J3QqhiOAz_2q7eVjfbZ6aA9YMLUN5uEIT_45Ryo_aem_Cb58csGo4yV2G-pEKKNmLg;Unknown;"TPG Internet Pty Ltd.";Australia;English;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36";Android;10;0
019cd291-e402-700f-ac36-d451bed4e7ae;"2026-03-09 12:28:15";45.130.141.50;92;;284;;;Facebook.com;AU;Victoria;Melbourne;Android;"Chrome Mobile";WiFi;"Mobile phone";;;1;click;;;;IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMzUwNjg1NTMxNzI4AAEejaOaRze05H7H04qT74cOekvslwgbMenBBL2yGpg50PnSo5t1x4SoOtDW-LI8_aem_YQtrrgOMXCZo125Whu5NGg;Unknown;"VPN Consumer Melbourne Australia";Australia;English;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36";Android;10;0
019cd291-a6a8-71f2-b80a-fa3464aca5cd;"2026-03-09 12:27:53";65.181.12.88;92;;284;;;Facebook.com;AU;"New South Wales";Sydney;Android;"Chrome Mobile";WiFi;"Mobile phone";;;1;click;;;;IwZXh0bgNhZW0BMABhZGlkAasvNsNsa8x5pzcnRjBmFwcF9pZA8NTY3MDY3MzQzMzUyNDI3AA7gXCajg7qm_am9XnOSVMLfDJwX3wuxWAGdhr2kIVki-rmguDHehtrJ_A_aem_ddEiOKwT4ImHExur-By8Pg;Unknown;"SpaceX Services Inc.";Australia;English;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36";Android;10;0
019cd28f-bd15-7279-ba3a-e975922f5a44;"2026-03-09 12:25:50";202.7.238.98;92;;284;;;Facebook.com;AU;"New South Wales";"Wagga Wagga";Android;"Chrome Mobile";WiFi;"Mobile phone";;;1;click;;;;IwZXh0bgNhZW0BMABhZGlkAasvNsNsKhmgpzcnRjBmFwcF9pZA8MTI0MDI0NTc0Mjg3NDE0AAN-3Vg7FzCQX3BiC46C6lIKsqU-VyPmnOaZCeaYY5XAD7JqfsGGqvyhpP_aem_e6KCh2M7uycmT6aqCFA4IQ;Unknown;"Southern Phone Company Ltd";Australia;English;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36";Android;10;0
019cd28f-0512-7125-975b-c4625799a338;"2026-03-09 12:25:02";173.245.209.198;92;;284;;;Facebook.com;AU;"New South Wales";Sydney;Android;"Chrome Mobile";WiFi;"Mobile phone";;;1;click;;;;IwZXh0bgNhZW0BMABhZGlkAasvNsNsLSlRpzcnRjBmFwcF9pZA8MjU0NTUzODIyMzk3MTE3AABpgKXj0XaHNm02Ezz60OqAci1RUPHHrx6eniS15eU47_2Yvs2Xgbm_cU_aem_Oyg3iuhV7CjCX7Z-SVF2ag;Unknown;"NETPR SYD GD";Australia;English;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36";Android;10;0
019cd28d-9579-732e-b87e-e5e658df8ffe;"2026-03-09 12:23:28";122.106.151.53;92;;284;;;Facebook.com;AU;"New South Wales";Hurstville;Android;"Chrome Mobile";WiFi;"Mobile phone";;;1;click;;;;IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMzUwNjg1NTMxNzI4AAEevYD7vSZPuMwJbwKodAYcJjPo8T-vWPSx-JJ7m3EglSxPvujlJMGIECvIWl1X_aem_3DkUwKdTMeugWrPYfdeBRw;Unknown;"SingTel Optus Pty Ltd";Australia;English;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36";Android;10;0
019cd28d-5842-7337-8106-f8eaa6c8b664;"2026-03-09 12:23:13";185.218.127.34;92;;284;;;Facebook.com;AU;"New South Wales";Sydney;Android;"Chrome Mobile";WiFi;"Mobile phone";;;1;click;;;;IwZXh0bgNhZW0BMABhZGlkAasvNsNsKoUMpzcnRjBmFwcF9pZA8OTY2MjQyMjIzMzk3MTE3AAC7II6tHI7EWOmNAPTGVcQ-KfL3za_fpDwVDVKjP91fkIEUVjSx1UzMme_aem_hZmDAOFllM8xmdnty9PX8g;Unknown;"PacketHub S.A.";Australia;English;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36";Android;10;0
019cd28c-ddd2-7067-9861-c4a97750bc4e;"2026-03-09 12:22:42";103.164.2.141;92;;284;;;Facebook.com;AU;"Western Australia";Perth;Android;"Chrome Mobile";WiFi;"Mobile phone";;;1;click;;;;IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEehNdJ5y50aB-HFbfA6bJP1zNJJzISJFYV1VnhvWOVzfhMOzlO3ESzVQn4MNGy_aem_kORZyfQFvSWiTq0AYQQVUg;Unknown;"CiFi Pty Ltd";Australia;English;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36";Android;10;0
019cd28b-e8fb-707a-bcac-57dbe25b1a9b;"2026-03-09 12:21:48";110.175.72.69;92;;284;;;Facebook.com;AU;"New South Wales";Sydney;Android;"Chrome Mobile";WiFi;"Mobile phone";;;1;click;;;;NhZW0CMQCZMTdaE7Qz0bSvfFQwd4yLjIYsgTrwj06SXb00No8Id-AY_8iJyM2W_799lwegDF-6Y_aem_Vga0Py12jQ_Z7Fxpmk4qtQ;Unknown;"TPG Internet Pty Ltd.";Australia;English;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36";Android;10;0
019cd28b-ab92-7054-9320-568f7e009328;"2026-03-09 12:21:22";203.29.178.30;92;;284;;;Facebook.com;AU;"New South Wales";Sydney;Android;"Chrome Mobile";WiFi;"Mobile phone";;;1;click;;;;NhZW0CMQGk7rWPR59QawNWsclyeq-8I4milC8Ih7QsoU7nPNDe49Jf4tKo-HhVB6kRVhBp2pIT8_aem_FM74_bYSIIyNZA_EfdENTw;Unknown;"Gigacomm Pty Ltd";Australia;English;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36";Android;10;0
019cd28b-6e30-73aa-b34d-0099c3b621fc;"2026-03-09 12:21:07";115.69.27.136;92;;284;;;Facebook.com;AU;Victoria;Melbourne;Android;"Chrome Mobile";WiFi;"Mobile phone";;;1;click;;;;IwZXh0bgNhZW0BMABhZGlkAasvNsNsa8x5pzcnRjBmFwcF9pZA8MTI0MDI0NTc0Mjg3NDE0AAODcTmJ2Jlw6me_UNcuoPr6ttddcqt_eBelTjBKsnv_7ShhFk7RPC8i1e_aem_IgBZvmvxIU3YDfqp_3EPsQ;Unknown;"Spintel Pty Ltd";Australia;English;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36";Android;10;0
019cd28a-f3b8-717d-a890-32a314d0b306;"2026-03-09 12:20:44";206.83.119.51;92;;284;;;Facebook.com;AU;"New South Wales";Sydney;Android;"Chrome Mobile";WiFi;"Mobile phone";;;1;click;;;;IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMzUwNjg1NTMxNzI4AAEe8UEwsZH2p4ZC21P54aR_CBl-gEkrC7ZhM8eTa5PwzjU-DP0SgsY7QuxzGhSR_aem_UeYbFkqWSNRvQq5MoEiuVg;Unknown;"SpaceX Services Inc.";Australia;English;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36";Android;10;0
019cd28a-f3b7-71a5-b1f4-73190079a29e;"2026-03-09 12:20:35";143.238.85.12;92;;284;;;Facebook.com;AU;"New South Wales";Sydney;Android;"Chrome Mobile";WiFi;"Mobile phone";;;1;click;;;;IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMzUwNjg1NTMxNzI4AAEeiBXgaJosYwVnZIdcAYgrxuJScFHCBzu6ypZ7UTADRnddUVFJ70RNvAy0-fyF_aem_aTLGDULRrUU7sUnHnRwK7g;Unknown;"Telstra Limited";Australia;English;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36";Android;10;0
019cd28a-b68c-72c8-a261-e3894e11a6f2;"2026-03-09 12:20:25";101.115.71.243;92;;284;;;Facebook.com;AU;Queensland;Brisbane;Android;"Chrome Mobile";Cellular;"Mobile phone";;;1;click;;;;IwZXh0bgNhZW0BMABhZGlkAasvNsNsKzdFpzcnRjBmFwcF9pZA8MjU0NTUzODIyMzk3MTE3AARsjdVrZqlKYL1bDIkXkZQJnMo4nLLMSFJxSMMcl5AjcBnIJ3D6YBOA-J_aem_b8gPp3JGmsM_R-lt9gSJuw;"Vodafone Australia";"Vodafone Australia Pty Limited";Australia;English;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36";Android;10;0
019cd28a-7942-73c2-82f5-f7a82e6be1e7;"2026-03-09 12:20:08";124.149.165.208;92;;284;;;Facebook.com;AU;"New South Wales";Sydney;Android;"Chrome Mobile";WiFi;"Mobile phone";;;1;click;;;;IwZXh0bgNhZW0BMABhZGlkAasvNsNsKhmgpzcnRjBmFwcF9pZA8NTY3MDY3MzQzMzUyNDI3AAjciIh9nXLyLxUQldnFwhh8kDUnh6C4Tl5XkEheRFXZM9V_knuQc1bSCP_aem_fsGk1jG-1zFyoNHf1XMVJw;Unknown;"iiNET Limited";Australia;English;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36";Android;10;0
019cd289-46a7-736b-a672-ef5863cdd972;"2026-03-09 12:18:51";103.216.190.121;92;;284;;;Facebook.com;AU;"New South Wales";Sydney;Android;"Chrome Mobile";WiFi;"Mobile phone";;;1;click;;;;IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMzUwNjg1NTMxNzI4AAEeZdGjFbB-01m1UvZwD2laTuFXAG-jZlnrcgbdKht6Ap6BzhcWJIlpQqKMNBMw_aem_k4KwgxcC43Xwht7L3XUBBQ;Unknown;"Launtel AAPT";Australia;English;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36";Android;10;0
019cd289-091e-73ce-b5c2-8a214302b4c7;"2026-03-09 12:18:33";58.111.104.165;92;;284;;;Facebook.com;AU;"New South Wales";Sydney;Android;"Chrome Mobile";WiFi;"Mobile phone";;;1;click;;;;NhZW0CMQIj7KBkB8mdcA--onjXlF9xoKZIAg8mndVH0daac9U3r46NRCNMKZr89NQa2WWOh8_gA_aem_VAexx3qTic3ELAgau_1IqQ;Unknown;"SingTel Optus Pty Ltd";Australia;English;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36";Android;10;0
019cd288-8e99-7203-a4bd-19d00e7e642c;"2026-03-09 12:18:00";203.45.119.18;92;;284;;;Facebook.com;AU;"Western Australia";Perth;Android;"Chrome Mobile";WiFi;"Mobile phone";;;1;click;;;;NhZW0CMQMIDgkhcasolu2qqVQ0Ecs4_Ch6TIniuvAMniYRgaTWQmiD8nvVFcbcLVQb3TWKF_YOI_aem_1KPiuoyfcpS98Db6rG3Cxg;Unknown;"Telstra Limited";Australia;English;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36";Android;10;0
019cd287-d677-70d3-bae4-a0d5332ed113;"2026-03-09 12:17:20";203.164.193.194;92;;284;;;Facebook.com;AU;"New South Wales";Sydney;Android;"Chrome Mobile";WiFi;"Mobile phone";;;1;click;;;;IwZXh0bgNhZW0BMABhZGlkAasvNsNsGJTDpzcnRjBmFwcF9pZA8OTY2MjQyMjIzMzk3MTE3AAPmlQzfnazUBIgIyCwyjeJ7UlSJ7JIFu5Mtdu9up4yQ38OBdpbzdNvIYp_aem_C3cNm75GALims1IdLwjrTw;Unknown;"@Home Network Australia";Australia;English;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36";Android;10;0
019cd287-1ed7-7341-ac47-6f4651d1d13e;"2026-03-09 12:16:26";139.218.111.222;92;;284;;;Facebook.com;AU;Victoria;Melbourne;Android;"Chrome Mobile";WiFi;"Mobile phone";;;1;click;;;;IwZXh0bgNhZW0BMABhZGlkAasvNsNsa8x5pzcnRjBmFwcF9pZA8MjU0NTUzODIyMzk3MTE3AArgBJnzkCp9q1YcAuINvnBjWVS5R92Wl9tW6TbzTffqyV-VyPIX3us0hM_aem_gysg-l-8D8NFA0QJNfg4Ww;Unknown;"Vocus Australia";Australia;English;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36";Android;10;0
019cd286-e1bb-704d-b254-275214e5b436;"2026-03-09 12:16:15";116.91.221.253;92;;284;;;Facebook.com;AU;Victoria;Melbourne;Android;"Chrome Mobile";WiFi;"Mobile phone";;;1;click;;;;IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMzUwNjg1NTMxNzI4AAEepw5aTrGADKpAzUrTobgWJP9wpeoUu_I7f6HW0jYd2YLWKGFlOFVK2YSakPQl_aem_TT3HZiwqGsAPKdlOc02KIg;Unknown;"SpaceX Services Inc.";Australia;English;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36";Android;10;0
019cd286-e1ba-70f5-86ab-061d87f38a79;"2026-03-09 12:16:09";94.156.206.111;92;;284;;;Facebook.com;AU;Victoria;Melbourne;Android;"Chrome Mobile";WiFi;"Mobile phone";;;1;click;;;;IwZXh0bgNhZW0BMABhZGlkAasvNsNsa8x5pzcnRjBmFwcF9pZA8MTI0MDI0NTc0Mjg3NDE0AAOLalb_hghUVwD-JC25veygrsXXN-wADwif6aGHqZJ3CEN0qhXVi9At0k_aem_-8hd1d1AnzFHIiVf_DvV5w;Unknown;"PacketHub S.A.";Australia;English;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36";Android;10;0
019cd285-eda1-731d-a425-7037d9efe74b;"2026-03-09 12:15:14";115.70.37.90;92;;284;;;Facebook.com;AU;"New South Wales";Sydney;Android;"Chrome Mobile";WiFi;"Mobile phone";;;1;click;;;;IwZXh0bgNhZW0BMABhZGlkAasvNsNsLD7xpzcnRjBmFwcF9pZA8NTY3MDY3MzQzMzUyNDI3AAATUfeJANKMZc0txwYv6t_90vMygIoT0Ao1Y22dfjWa2xHxUH7Pf36sk8_aem_NvJrSBYUSarCPkUnRgjEBA;Unknown;"SuperLoop (Australia) Pty Ltd";Australia;English;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36";Android;10;0
019cd285-3327-720a-bb4c-25d33ecd87e2;"2026-03-09 12:14:20";220.235.110.123;92;;284;;;Facebook.com;AU;"Western Australia";Perth;Android;"Chrome Mobile";WiFi;"Mobile phone";;;1;click;;;;IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEe7-5oILxRPc3sTBISi7eI5g5xXB2pgNzWfWeW6fEsX1-yyzsZ6fwyDxCyEMLG_aem_7OaDTshXbhkRvs_9fgYu0A;Unknown;"iiNET Limited";Australia;English;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36";Android;10;0
019cd284-f2ff-7171-8723-e7f930e62767;"2026-03-09 12:13:58";14.201.61.5;92;;284;;;Facebook.com;AU;Queensland;Maroochydore;Android;"Chrome Mobile";WiFi;"Mobile phone";;;1;click;;;;IwZXh0bgNhZW0BMABhZGlkAasvNsNsbcXYpzcnRjBmFwcF9pZA8MjU0NTUzODIyMzk3MTE3AAqQeVb-UAS_m0-LVQ0Wq2GFk5Ssc62ohmEJf51F2JmlRhfHdalcZ7pjCv_aem_j96NLsaHxAVykA6CYQdAUQ;Unknown;"TPG Internet Pty Ltd.";Australia;English;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36";Android;10;0
019cd284-7800-7200-ae36-ef7063fda234;"2026-03-09 12:13:42";49.195.115.168;92;;284;;;Facebook.com;AU;"New South Wales";Moruya;Android;"Chrome Mobile";WiFi;"Mobile phone";;;1;click;;;;NhZW0CMQffQJhd80ZgQT9njLaLMFWEyDPXolbRIz8Wmr5YTybGLlbAcJu8awzFzSh_D3_kvkb_8_aem_nlXDIwalyCP5VmGFXDvHPQ;Unknown;"SingTel Optus Pty Ltd";Australia;English;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36";Android;10;0
019cd284-7800-7200-ae36-ef7063be9fda;"2026-03-09 12:13:39";110.32.10.108;92;;284;;;Facebook.com;AU;Queensland;Brisbane;Android;"Chrome Mobile";WiFi;"Mobile phone";;;1;click;;;;IwZXh0bgNhZW0BMABhZGlkAasvNsNsKzdFpzcnRjBmFwcF9pZA8MjU0NTUzODIyMzk3MTE3AAWc_W6o3Hu6ZDMKTFguoOVenmBF57gV3fkbE123D8UQdGHytj1fCxB34e_aem_6i6XG1ciTbO8XhiXoSKNWQ;Unknown;"SingTel Optus Pty Ltd";Australia;English;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36";Android;10;0
019cd284-77ff-713c-8712-e5a21c50e7ac;"2026-03-09 12:13:33";125.209.170.93;92;;284;;;Facebook.com;AU;"New South Wales";Newcastle;Android;"Chrome Mobile";WiFi;"Mobile phone";;;1;click;;;;NhZW0CMQf7hQTrpbBOe1zYZY6UvrKIFqabdS_Fz7xHPEbHfvdSLN_uvnKIkHnKd_3PlGZNZn5XI_aem_rgz43SLBXeaob03X10IOjw;Unknown;"iiNET Limited";Australia;English;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36";Android;10;0
019cd257-0491-72e4-81ca-656d125c9d7e;"2026-03-09 11:23:53";1.145.229.223;92;;284;;;Facebook.com;AU;Victoria;Melbourne;Android;"Chrome Mobile";WiFi;"Mobile phone";;;1;click;;;;IwZXh0bgNhZW0BMABhZGlkAasvNsNsLSlRpzcnRjBmFwcF9pZA8MTI0MDI0NTc0Mjg3NDE0AAGMH1Z1Ra6nNauL_nENO1zbi-K3dZX31ncGpHX7v1ownE50EYbkZUDQ5m_aem_QHaCPRScDt8qZam-0KGclg;Unknown;"Telstra Limited";Australia;English;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36";Android;10;0
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
